Accession	host_sci_name	gb_pubmed_id	Segment	strain	gb_length	patent_related	m49_country
MH887756	Homo sapiens	30332564	S	-	3375	-	NGA
MH887757	Homo sapiens	30332564	S	-	3392	-	NGA
MH887758	Homo sapiens	30332564	S	-	3375	-	NGA
MH887759	Homo sapiens	30332564	S	-	3300	-	NGA
MH887760	Homo sapiens	30332564	S	-	3266	-	NGA
MH887761	Homo sapiens	30332564	S	-	3393	-	NGA
MH887762	Homo sapiens	30332564	S	-	3385	-	NGA
MH887763	Homo sapiens	30332564	S	-	3362	-	NGA
MH887764	Homo sapiens	30332564	S	-	3356	-	NGA
MH887765	Homo sapiens	30332564	S	-	3395	-	NGA
MH887766	Homo sapiens	30332564	S	-	3390	-	NGA
MH887767	Homo sapiens	30332564	S	-	3393	-	NGA
MH887768	Homo sapiens	30332564	S	-	3370	-	NGA
MH887769	Homo sapiens	30332564	S	-	3351	-	NGA
MH887770	Homo sapiens	30332564	S	-	3343	-	NGA
MH887771	Homo sapiens	30332564	S	-	3390	-	NGA
MH887772	Homo sapiens	30332564	S	-	3338	-	NGA
MH887773	Homo sapiens	30332564	S	-	3323	-	NGA
MH887774	Homo sapiens	30332564	S	-	3279	-	NGA
MH887775	Homo sapiens	30332564	S	-	3390	-	NGA
MH887776	Homo sapiens	30332564	S	-	3385	-	NGA
MH887777	Homo sapiens	30332564	S	-	3376	-	NGA
MH887778	Homo sapiens	30332564	S	-	3391	-	NGA
MH887779	Homo sapiens	30332564	S	-	3319	-	NGA
MH887780	Homo sapiens	30332564	S	-	3394	-	NGA
MH887781	Homo sapiens	30332564	S	-	3250	-	NGA
MH887782	Homo sapiens	30332564	S	-	3242	-	NGA
MH887783	Homo sapiens	30332564	S	-	3379	-	NGA
MH887784	Homo sapiens	30332564	S	-	3311	-	NGA
MH887785	Homo sapiens	30332564	S	-	3324	-	NGA
MH887786	Homo sapiens	30332564	S	-	3382	-	NGA
MH887787	Homo sapiens	30332564	S	-	3379	-	NGA
MH887788	Homo sapiens	30332564	S	-	3299	-	NGA
MH887789	Homo sapiens	30332564	S	-	3391	-	NGA
MH887790	Homo sapiens	30332564	S	-	3390	-	NGA
MH887791	Homo sapiens	30332564	S	-	3375	-	NGA
MH887792	Homo sapiens	30332564	S	-	3336	-	NGA
MH887793	Homo sapiens	30332564	S	-	3384	-	NGA
MH887794	Homo sapiens	30332564	S	-	3216	-	NGA
MH887795	Homo sapiens	30332564	S	-	3390	-	NGA
MH887796	Homo sapiens	30332564	S	-	3303	-	NGA
MH887797	Homo sapiens	30332564	S	-	3396	-	NGA
MH887798	Homo sapiens	30332564	S	-	3265	-	NGA
MH887799	Homo sapiens	30332564	S	-	3337	-	NGA
MH887800	Homo sapiens	30332564	S	-	3382	-	NGA
MH887801	Homo sapiens	30332564	S	-	3392	-	NGA
MH887802	Homo sapiens	30332564	S	-	3355	-	NGA
MH887803	Homo sapiens	30332564	S	-	3380	-	NGA
MH887804	Homo sapiens	30332564	S	-	3361	-	NGA
MH887805	Homo sapiens	30332564	S	-	3378	-	NGA
MH887806	Homo sapiens	30332564	S	-	3392	-	NGA
MH887807	Homo sapiens	30332564	S	-	3390	-	NGA
MH887808	Homo sapiens	30332564	S	-	3377	-	NGA
MH887809	Homo sapiens	30332564	S	-	3243	-	NGA
MH887810	Homo sapiens	30332564	S	-	3290	-	NGA
MH887811	Homo sapiens	30332564	S	-	3336	-	NGA
MH887812	Homo sapiens	30332564	S	-	3200	-	NGA
MH887813	Homo sapiens	30332564	S	-	3259	-	NGA
MH887814	Homo sapiens	30332564	S	-	3206	-	NGA
MH887815	Homo sapiens	30332564	S	-	3386	-	NGA
MH887816	Homo sapiens	30332564	S	-	3301	-	NGA
MH887817	Homo sapiens	30332564	S	-	3323	-	NGA
MH887818	Homo sapiens	30332564	S	-	3392	-	NGA
MH887819	Homo sapiens	30332564	S	-	3347	-	NGA
MH887820	Homo sapiens	30332564	S	-	3296	-	NGA
MH887821	Homo sapiens	30332564	S	-	3288	-	NGA
MH887822	Homo sapiens	30332564	S	-	3386	-	NGA
MH887823	Homo sapiens	30332564	S	-	3269	-	NGA
MH887824	Homo sapiens	30332564	S	-	3296	-	NGA
MH887825	Homo sapiens	30332564	S	-	3341	-	NGA
MH887826	Homo sapiens	30332564	S	-	3394	-	NGA
MH887827	Homo sapiens	30332564	S	-	3363	-	NGA
MH887828	Homo sapiens	30332564	S	-	3346	-	NGA
MH887829	Homo sapiens	30332564	S	-	3386	-	NGA
MH887830	Homo sapiens	30332564	S	-	3393	-	NGA
MH887831	Homo sapiens	30332564	S	-	3376	-	NGA
MH887832	Homo sapiens	30332564	S	-	3390	-	NGA
MH887833	Homo sapiens	30332564	S	-	3308	-	NGA
MH887834	Homo sapiens	30332564	S	-	3318	-	NGA
MH887835	Homo sapiens	30332564	S	-	3267	-	NGA
MH887836	Homo sapiens	30332564	S	-	3385	-	NGA
MH887837	Homo sapiens	30332564	S	-	3338	-	NGA
MH887838	Homo sapiens	30332564	S	-	3362	-	NGA
MH887839	Homo sapiens	30332564	S	-	3388	-	NGA
MH887840	Homo sapiens	30332564	S	-	3385	-	NGA
MH887841	Homo sapiens	30332564	S	-	3358	-	NGA
MH887842	Homo sapiens	30332564	S	-	3396	-	NGA
MH887843	Homo sapiens	30332564	S	-	3393	-	NGA
MH887844	Homo sapiens	30332564	S	-	3390	-	NGA
MH887845	Homo sapiens	30332564	S	-	3382	-	NGA
MH887846	Homo sapiens	30332564	S	-	3358	-	NGA
MH887847	Homo sapiens	30332564	S	-	3338	-	NGA
MH887848	Homo sapiens	30332564	S	-	3358	-	NGA
MH887849	Homo sapiens	30332564	S	-	3388	-	NGA
MH887850	Homo sapiens	30332564	S	-	3201	-	NGA
MH887851	Homo sapiens	30332564	S	-	3360	-	NGA
MH887852	Homo sapiens	30332564	S	-	3284	-	NGA
MH887853	Homo sapiens	30332564	S	-	3273	-	NGA
MH887854	Homo sapiens	30332564	S	-	3396	-	NGA
MH887855	Homo sapiens	30332564	S	-	3391	-	NGA
MH887856	Homo sapiens	30332564	S	-	3226	-	NGA
MH887857	Homo sapiens	30332564	S	-	3380	-	NGA
MH887858	Homo sapiens	30332564	S	-	3379	-	NGA
MH887859	Homo sapiens	30332564	S	-	3172	-	NGA
MH887860	Homo sapiens	30332564	S	-	3339	-	NGA
MH887861	Homo sapiens	30332564	S	-	3389	-	NGA
MH887862	Homo sapiens	30332564	S	-	3169	-	NGA
MH887863	Homo sapiens	30332564	S	-	3301	-	NGA
MH887864	Homo sapiens	30332564	S	-	3386	-	NGA
MH887865	Homo sapiens	30332564	S	-	3374	-	NGA
MH887866	Homo sapiens	30332564	S	-	3383	-	NGA
MH887867	Homo sapiens	30332564	S	-	3393	-	NGA
MH887868	Homo sapiens	30332564	S	-	3387	-	NGA
MH887869	Homo sapiens	30332564	S	-	3391	-	NGA
MH887870	Homo sapiens	30332564	S	-	3388	-	NGA
MH887871	Homo sapiens	30332564	S	-	3298	-	NGA
MH887872	Homo sapiens	30332564	S	-	3319	-	NGA
MH887873	Homo sapiens	30332564	S	-	3348	-	NGA
MH887874	Homo sapiens	30332564	S	-	3340	-	NGA
MH887875	Homo sapiens	30332564	S	-	3380	-	NGA
MH887876	Homo sapiens	30332564	S	-	3237	-	NGA
MH887877	Homo sapiens	30332564	S	-	3377	-	NGA
MH887878	Homo sapiens	30332564	S	-	3381	-	NGA
MH887879	Homo sapiens	30332564	S	-	3380	-	NGA
MH887880	Homo sapiens	30332564	S	-	3388	-	NGA
MH887881	Homo sapiens	30332564	S	-	3390	-	NGA
MH887882	Homo sapiens	30332564	S	-	3378	-	NGA
MH887883	Homo sapiens	30332564	S	-	3382	-	NGA
MH887884	Homo sapiens	30332564	S	-	3379	-	NGA
MH887885	Homo sapiens	30332564	S	-	3350	-	NGA
MH887886	Homo sapiens	30332564	S	-	3253	-	NGA
MH887887	Homo sapiens	30332564	S	-	3379	-	NGA
MH887888	Homo sapiens	30332564	S	-	3386	-	NGA
MH887889	Homo sapiens	30332564	S	-	3384	-	NGA
MH887890	Homo sapiens	30332564	S	-	3278	-	NGA
MH887891	Homo sapiens	30332564	S	-	3231	-	NGA
MH887892	Homo sapiens	30332564	S	-	3318	-	NGA
MH887893	Homo sapiens	30332564	S	-	3294	-	NGA
MH887894	Homo sapiens	30332564	S	-	3374	-	NGA
MH887895	Homo sapiens	30332564	S	-	3346	-	NGA
MH887896	Homo sapiens	30332564	S	-	3375	-	NGA
MH887897	Homo sapiens	30332564	S	-	3359	-	NGA
MH887898	Homo sapiens	30332564	L	-	7231	-	NGA
MH887899	Homo sapiens	30332564	L	-	7238	-	NGA
MH887900	Homo sapiens	30332564	L	-	7234	-	NGA
MH887901	Homo sapiens	30332564	L	-	7172	-	NGA
MH887902	Homo sapiens	30332564	L	-	7214	-	NGA
MH887903	Homo sapiens	30332564	L	-	7123	-	NGA
MH887904	Homo sapiens	30332564	L	-	7226	-	NGA
MH887905	Homo sapiens	30332564	L	-	7238	-	NGA
MH887906	Homo sapiens	30332564	L	-	7158	-	NGA
MH887907	Homo sapiens	30332564	L	-	7210	-	NGA
MH887908	Homo sapiens	30332564	L	-	7225	-	NGA
MH887909	Homo sapiens	30332564	L	-	7238	-	NGA
MH887910	Homo sapiens	30332564	L	-	7180	-	NGA
MH887911	Homo sapiens	30332564	L	-	7229	-	NGA
MH887912	Homo sapiens	30332564	L	-	7190	-	NGA
MH887913	Homo sapiens	30332564	L	-	7214	-	NGA
MH887914	Homo sapiens	30332564	L	-	7217	-	NGA
MH887915	Homo sapiens	30332564	L	-	7214	-	NGA
MH887916	Homo sapiens	30332564	L	-	7188	-	NGA
MH887917	Homo sapiens	30332564	L	-	7229	-	NGA
MH887918	Homo sapiens	30332564	L	-	7211	-	NGA
MH887919	Homo sapiens	30332564	L	-	7173	-	NGA
MH887920	Homo sapiens	30332564	L	-	7050	-	NGA
MH887921	Homo sapiens	30332564	L	-	7222	-	NGA
MH887922	Homo sapiens	30332564	L	-	7134	-	NGA
MH887923	Homo sapiens	30332564	L	-	7234	-	NGA
MH887924	Homo sapiens	30332564	L	-	6569	-	NGA
MH887925	Homo sapiens	30332564	L	-	7232	-	NGA
MH887926	Homo sapiens	30332564	L	-	7084	-	NGA
MH887927	Homo sapiens	30332564	L	-	7206	-	NGA
MH887928	Homo sapiens	30332564	L	-	7230	-	NGA
MH887929	Homo sapiens	30332564	L	-	7213	-	NGA
MH887930	Homo sapiens	30332564	L	-	7219	-	NGA
MH887931	Homo sapiens	30332564	L	-	7197	-	NGA
MH887932	Homo sapiens	30332564	L	-	7227	-	NGA
MH887933	Homo sapiens	30332564	L	-	7115	-	NGA
MH887934	Homo sapiens	30332564	L	-	6912	-	NGA
MH887935	Homo sapiens	30332564	L	-	7187	-	NGA
MH887936	Homo sapiens	30332564	L	-	7233	-	NGA
MH887937	Homo sapiens	30332564	L	-	7219	-	NGA
MH887938	Homo sapiens	30332564	L	-	7185	-	NGA
MH887939	Homo sapiens	30332564	L	-	7220	-	NGA
MH887940	Homo sapiens	30332564	L	-	7194	-	NGA
MH887941	Homo sapiens	30332564	L	-	7217	-	NGA
MH887942	Homo sapiens	30332564	L	-	7125	-	NGA
MH887943	Homo sapiens	30332564	L	-	7138	-	NGA
MH887944	Homo sapiens	30332564	L	-	7147	-	NGA
MH887945	Homo sapiens	30332564	L	-	7200	-	NGA
MH887946	Homo sapiens	30332564	L	-	7070	-	NGA
MH887947	Homo sapiens	30332564	L	-	7152	-	NGA
MH887948	Homo sapiens	30332564	L	-	7224	-	NGA
MH887949	Homo sapiens	30332564	L	-	7158	-	NGA
MH887950	Homo sapiens	30332564	L	-	7220	-	NGA
MH887951	Homo sapiens	30332564	L	-	7238	-	NGA
MH887952	Homo sapiens	30332564	L	-	7125	-	NGA
MH887953	Homo sapiens	30332564	L	-	7214	-	NGA
MH887954	Homo sapiens	30332564	L	-	7177	-	NGA
MH887955	Homo sapiens	30332564	L	-	7186	-	NGA
MH887956	Homo sapiens	30332564	L	-	7217	-	NGA
MH887957	Homo sapiens	30332564	L	-	7154	-	NGA
MH887958	Homo sapiens	30332564	L	-	7124	-	NGA
MH887959	Homo sapiens	30332564	L	-	7198	-	NGA
MH887960	Homo sapiens	30332564	L	-	7221	-	NGA
MH887961	Homo sapiens	30332564	L	-	7150	-	NGA
MH887962	Homo sapiens	30332564	L	-	7170	-	NGA
MH887963	Homo sapiens	30332564	L	-	7229	-	NGA
MH887964	Homo sapiens	30332564	L	-	7180	-	NGA
MH887965	Homo sapiens	30332564	L	-	7238	-	NGA
MH887966	Homo sapiens	30332564	L	-	7202	-	NGA
MH887967	Homo sapiens	30332564	L	-	7187	-	NGA
MH887968	Homo sapiens	30332564	L	-	7239	-	NGA
MH887969	Homo sapiens	30332564	L	-	7200	-	NGA
MH887970	Homo sapiens	30332564	L	-	7184	-	NGA
MH887971	Homo sapiens	30332564	L	-	7232	-	NGA
MH887972	Homo sapiens	30332564	L	-	7240	-	NGA
MH887973	Homo sapiens	30332564	L	-	7198	-	NGA
MH887974	Homo sapiens	30332564	L	-	7128	-	NGA
MH887975	Homo sapiens	30332564	L	-	7239	-	NGA
MH887976	Homo sapiens	30332564	L	-	7239	-	NGA
MH887977	Homo sapiens	30332564	L	-	7235	-	NGA
MH887978	Homo sapiens	30332564	L	-	7233	-	NGA
MH887979	Homo sapiens	30332564	L	-	7168	-	NGA
MH887980	Homo sapiens	30332564	L	-	7151	-	NGA
MH887981	Homo sapiens	30332564	L	-	7175	-	NGA
MH887982	Homo sapiens	30332564	L	-	7143	-	NGA
MH887983	Homo sapiens	30332564	L	-	7225	-	NGA
MH887984	Homo sapiens	30332564	L	-	7140	-	NGA
MH887985	Homo sapiens	30332564	L	-	7147	-	NGA
MH887986	Homo sapiens	30332564	L	-	7100	-	NGA
MH887987	Homo sapiens	30332564	L	-	7105	-	NGA
MH887988	Homo sapiens	30332564	L	-	6957	-	NGA
MH887989	Homo sapiens	30332564	L	-	7216	-	NGA
MH887990	Homo sapiens	30332564	L	-	7131	-	NGA
MH887991	Homo sapiens	30332564	L	-	7241	-	NGA
MH887992	Homo sapiens	30332564	L	-	7212	-	NGA
MH887993	Homo sapiens	30332564	L	-	7178	-	NGA
MH887994	Homo sapiens	30332564	L	-	7245	-	NGA
MH887995	Homo sapiens	30332564	L	-	7220	-	NGA
MH887996	Homo sapiens	30332564	L	-	7190	-	NGA
MH887997	Homo sapiens	30332564	L	-	7225	-	NGA
MH887998	Homo sapiens	30332564	L	-	7190	-	NGA
MH887999	Homo sapiens	30332564	L	-	7173	-	NGA
MH888000	Homo sapiens	30332564	L	-	7135	-	NGA
MH888001	Homo sapiens	30332564	L	-	7215	-	NGA
MH888002	Homo sapiens	30332564	L	-	7188	-	NGA
MH888003	Homo sapiens	30332564	L	-	7147	-	NGA
MH888004	Homo sapiens	30332564	L	-	7211	-	NGA
MH888005	Homo sapiens	30332564	L	-	7074	-	NGA
MH888006	Homo sapiens	30332564	L	-	7237	-	NGA
MH888007	Homo sapiens	30332564	L	-	7201	-	NGA
MH888008	Homo sapiens	30332564	L	-	7239	-	NGA
MK044799	Mastomys natalensis	-	-	Bantou289	6654	-	GIN
MK107842	Homo sapiens	-	L	-	7227	-	NGA
MK107843	Homo sapiens	-	L	-	7222	-	NGA
MK107844	Homo sapiens	-	L	-	7226	-	NGA
MK107845	Homo sapiens	-	L	-	7235	-	NGA
MK107846	Homo sapiens	-	L	-	7157	-	NGA
MK107847	Homo sapiens	-	L	-	7258	-	NGA
MK107848	Homo sapiens	-	L	-	7258	-	NGA
MK107849	Homo sapiens	-	L	-	7258	-	NGA
MK107850	Homo sapiens	-	L	-	7258	-	NGA
MK107851	Homo sapiens	-	L	-	7258	-	NGA
MK107852	Homo sapiens	-	L	-	7253	-	NGA
MK107853	Homo sapiens	-	L	-	7253	-	NGA
MK107854	Homo sapiens	-	L	-	7249	-	NGA
MK107855	Homo sapiens	-	L	-	7221	-	NGA
MK107856	Homo sapiens	-	L	-	7237	-	NGA
MK107857	Homo sapiens	-	L	-	7255	-	NGA
MK107858	Homo sapiens	-	L	-	7239	-	NGA
MK107859	Homo sapiens	-	L	-	7221	-	NGA
MK107860	Homo sapiens	-	L	-	7209	-	NGA
MK107861	Homo sapiens	-	L	-	7226	-	NGA
MK107862	Homo sapiens	-	L	-	7213	-	NGA
MK107863	Homo sapiens	-	L	-	7252	-	NGA
MK107864	Homo sapiens	-	L	-	7196	-	NGA
MK107865	Homo sapiens	-	L	-	7172	-	NGA
MK107866	Homo sapiens	-	L	-	7196	-	NGA
MK107867	Homo sapiens	-	L	-	7299	-	NGA
MK107868	Homo sapiens	-	L	-	7277	-	NGA
MK107869	Homo sapiens	-	L	-	7230	-	NGA
MK107870	Homo sapiens	-	L	-	7230	-	NGA
MK107871	Homo sapiens	-	L	-	7201	-	NGA
MK107872	Homo sapiens	-	L	-	7426	-	NGA
MK107873	Homo sapiens	-	L	-	7276	-	NGA
MK107874	Homo sapiens	-	L	-	7187	-	NGA
MK107875	Homo sapiens	-	L	-	7195	-	NGA
MK107876	Homo sapiens	-	L	-	7215	-	NGA
MK107877	Homo sapiens	-	L	-	7221	-	NGA
MK107878	Homo sapiens	-	L	-	7221	-	NGA
MK107879	Homo sapiens	-	L	-	7214	-	NGA
MK107880	Homo sapiens	-	L	-	7224	-	NGA
MK107881	Homo sapiens	-	L	-	7255	-	NGA
MK107882	Homo sapiens	-	L	-	7256	-	NGA
MK107883	Homo sapiens	-	L	-	7190	-	NGA
MK107884	Homo sapiens	-	L	-	7191	-	NGA
MK107885	Homo sapiens	-	L	-	7224	-	NGA
MK107886	Homo sapiens	-	L	-	7362	-	NGA
MK107887	Homo sapiens	-	L	-	7116	-	NGA
MK107888	Homo sapiens	-	L	-	7258	-	NGA
MK107889	Homo sapiens	-	L	-	7254	-	NGA
MK107890	Homo sapiens	-	L	-	7226	-	NGA
MK107891	Homo sapiens	-	L	-	7109	-	NGA
MK107892	Homo sapiens	-	L	-	7141	-	NGA
MK107893	Homo sapiens	-	L	-	7258	-	NGA
MK107894	Homo sapiens	-	L	-	7249	-	NGA
MK107895	Homo sapiens	-	L	-	7225	-	NGA
MK107896	Homo sapiens	-	L	-	7238	-	NGA
MK107897	Homo sapiens	-	S	-	3396	-	NGA
MK107898	Homo sapiens	-	S	-	3422	-	NGA
MK107899	Homo sapiens	-	S	-	3424	-	NGA
MK107900	Homo sapiens	-	S	-	3383	-	NGA
MK107901	Homo sapiens	-	S	-	3407	-	NGA
MK107902	Homo sapiens	-	S	-	3410	-	NGA
MK107903	Homo sapiens	-	S	-	3410	-	NGA
MK107904	Homo sapiens	-	S	-	3410	-	NGA
MK107905	Homo sapiens	-	S	-	3410	-	NGA
MK107906	Homo sapiens	-	S	-	3410	-	NGA
MK107907	Homo sapiens	-	S	-	3407	-	NGA
MK107908	Homo sapiens	-	S	-	3407	-	NGA
MK107909	Homo sapiens	-	S	-	3393	-	NGA
MK107910	Homo sapiens	-	S	-	3366	-	NGA
MK107911	Homo sapiens	-	S	-	3424	-	NGA
MK107912	Homo sapiens	-	S	-	3550	-	NGA
MK107913	Homo sapiens	-	S	-	3398	-	NGA
MK107914	Homo sapiens	-	S	-	3366	-	NGA
MK107915	Homo sapiens	-	S	-	3398	-	NGA
MK107916	Homo sapiens	-	S	-	3396	-	NGA
MK107917	Homo sapiens	-	S	-	3366	-	NGA
MK107918	Homo sapiens	-	S	-	3416	-	NGA
MK107919	Homo sapiens	-	S	-	3490	-	NGA
MK107920	Homo sapiens	-	S	-	3453	-	NGA
MK107921	Homo sapiens	-	S	-	3368	-	NGA
MK107922	Homo sapiens	-	S	-	3426	-	NGA
MK107923	Homo sapiens	-	S	-	3522	-	NGA
MK107924	Homo sapiens	-	S	-	3377	-	NGA
MK107925	Homo sapiens	-	S	-	3367	-	NGA
MK107926	Homo sapiens	-	S	-	3410	-	NGA
MK107927	Homo sapiens	-	S	-	3341	-	NGA
MK107928	Homo sapiens	-	S	-	3418	-	NGA
MK107929	Homo sapiens	-	S	-	3383	-	NGA
MK107930	Homo sapiens	-	S	-	3367	-	NGA
MK107931	Homo sapiens	-	S	-	3366	-	NGA
MK107932	Homo sapiens	-	S	-	3366	-	NGA
MK107933	Homo sapiens	-	S	-	3366	-	NGA
MK107934	Homo sapiens	-	S	-	3356	-	NGA
MK107935	Homo sapiens	-	S	-	3366	-	NGA
MK107936	Homo sapiens	-	S	-	3406	-	NGA
MK107937	Homo sapiens	-	S	-	3407	-	NGA
MK107938	Homo sapiens	-	S	-	3398	-	NGA
MK107939	Homo sapiens	-	S	-	3461	-	NGA
MK107940	Homo sapiens	-	S	-	3460	-	NGA
MK107941	Homo sapiens	-	S	-	3445	-	NGA
MK107942	Homo sapiens	-	S	-	3350	-	NGA
MK107943	Homo sapiens	-	S	-	3407	-	NGA
MK107944	Homo sapiens	-	S	-	3407	-	NGA
MK107945	Homo sapiens	-	S	-	3368	-	NGA
MK107946	Homo sapiens	-	S	-	3266	-	NGA
MK107947	Homo sapiens	-	S	-	3396	-	NGA
MK107948	Homo sapiens	-	S	-	3374	-	NGA
MK107949	Homo sapiens	-	S	-	3366	-	NGA
MK107950	Homo sapiens	-	S	-	3400	-	NGA
MK107951	Homo sapiens	-	S	-	3350	-	NGA
MK107952	Homo sapiens	-	S	-	3398	-	NGA
MK107953	Homo sapiens	-	S	-	3388	-	NGA
MK107954	Homo sapiens	-	S	-	3351	-	NGA
MK107955	Homo sapiens	-	S	-	3383	-	NGA
MK107956	Homo sapiens	-	S	-	3413	-	NGA
MK107957	Homo sapiens	-	S	-	3398	-	NGA
MK107958	Homo sapiens	-	S	-	3372	-	NGA
MK107959	Homo sapiens	-	S	-	3338	-	NGA
MK107960	Homo sapiens	-	S	-	3349	-	NGA
MK107961	Homo sapiens	-	S	-	3410	-	NGA
MK107962	Homo sapiens	-	S	-	3410	-	NGA
MK107963	Homo sapiens	-	S	-	3375	-	NGA
MK107964	Homo sapiens	-	S	-	3413	-	NGA
MK107965	Homo sapiens	-	S	-	3407	-	NGA
MK107966	Homo sapiens	-	S	-	3378	-	NGA
MK107967	Homo sapiens	-	S	-	3363	-	NGA
MK107968	Homo sapiens	-	S	-	3368	-	NGA
MK107969	Homo sapiens	-	S	-	3373	-	NGA
MK107970	Homo sapiens	-	S	-	3410	-	NGA
MK107971	Homo sapiens	-	S	-	846	-	NGA
MK107972	Homo sapiens	-	S	-	881	-	NGA
MK107973	Homo sapiens	-	S	-	695	-	NGA
MK107974	Homo sapiens	-	S	-	889	-	NGA
MK107975	Homo sapiens	-	S	-	745	-	NGA
MK107976	Homo sapiens	-	S	-	928	-	NGA
MK107977	Homo sapiens	-	S	-	904	-	NGA
MK107978	Homo sapiens	-	S	-	884	-	NGA
MK107979	Homo sapiens	-	S	-	828	-	NGA
MK107980	Homo sapiens	-	S	-	652	-	NGA
MK107981	Homo sapiens	-	S	-	759	-	NGA
MK107982	Homo sapiens	-	S	-	786	-	NGA
MK117826	Homo sapiens	-	L	-	7160	-	NGA
MK117827	Homo sapiens	-	L	-	7183	-	NGA
MK117828	Homo sapiens	-	L	-	7098	-	NGA
MK117829	Homo sapiens	-	L	-	6715	-	NGA
MK117830	Homo sapiens	-	L	-	5953	-	NGA
MK117831	Homo sapiens	-	L	-	7034	-	NGA
MK117832	Homo sapiens	-	L	-	7193	-	NGA
MK117833	Homo sapiens	-	L	-	7228	-	NGA
MK117834	Homo sapiens	-	L	-	7247	-	NGA
MK117835	Homo sapiens	-	L	-	7236	-	NGA
MK117836	Homo sapiens	-	L	-	7264	-	NGA
MK117837	Homo sapiens	-	L	-	7134	-	NGA
MK117838	Homo sapiens	-	L	-	7244	-	NGA
MK117839	Homo sapiens	-	L	-	7259	-	NGA
MK117840	Homo sapiens	-	L	-	7192	-	NGA
MK117841	Homo sapiens	-	L	-	7193	-	NGA
MK117842	Homo sapiens	-	L	-	7183	-	NGA
MK117843	Homo sapiens	-	L	-	7257	-	NGA
MK117844	Homo sapiens	-	L	-	7164	-	NGA
MK117845	Homo sapiens	-	L	-	7235	-	NGA
MK117846	Homo sapiens	-	S	-	3319	-	NGA
MK117847	Homo sapiens	-	S	-	3395	-	NGA
MK117848	Homo sapiens	-	S	-	3271	-	NGA
MK117849	Homo sapiens	-	S	-	3263	-	NGA
MK117850	Homo sapiens	-	S	-	2388	-	NGA
MK117851	Homo sapiens	-	S	-	3381	-	NGA
MK117852	Homo sapiens	-	S	-	3403	-	NGA
MK117853	Homo sapiens	-	S	-	3336	-	NGA
MK117854	Homo sapiens	-	S	-	3407	-	NGA
MK117855	Homo sapiens	-	S	-	3385	-	NGA
MK117856	Homo sapiens	-	S	-	3321	-	NGA
MK117857	Homo sapiens	-	S	-	3393	-	NGA
MK117858	Homo sapiens	-	S	-	3398	-	NGA
MK117859	Homo sapiens	-	S	-	3423	-	NGA
MK117860	Homo sapiens	-	S	-	3330	-	NGA
MK117861	Homo sapiens	-	S	-	3386	-	NGA
MK117862	Homo sapiens	-	S	-	3389	-	NGA
MK117863	Homo sapiens	-	S	-	3403	-	NGA
MK117864	Homo sapiens	-	S	-	3402	-	NGA
MK117865	Homo sapiens	-	S	-	3389	-	NGA
MK117866	Homo sapiens	-	L	-	7216	-	NGA
MK117867	Homo sapiens	-	L	-	7082	-	NGA
MK117868	Homo sapiens	-	L	-	6982	-	NGA
MK117869	Homo sapiens	-	L	-	7196	-	NGA
MK117870	Homo sapiens	-	L	-	7108	-	NGA
MK117871	Homo sapiens	-	L	-	6299	-	NGA
MK117872	Homo sapiens	-	L	-	7056	-	NGA
MK117873	Homo sapiens	-	L	-	7260	-	NGA
MK117874	Homo sapiens	-	L	-	6407	-	NGA
MK117875	Homo sapiens	-	L	-	7043	-	NGA
MK117876	Homo sapiens	-	L	-	7239	-	NGA
MK117877	Homo sapiens	-	L	-	7230	-	NGA
MK117878	Homo sapiens	-	L	-	7252	-	NGA
MK117879	Homo sapiens	-	L	-	7230	-	NGA
MK117880	Homo sapiens	-	L	-	7240	-	NGA
MK117881	Homo sapiens	-	L	-	7223	-	NGA
MK117882	Homo sapiens	-	L	-	7217	-	NGA
MK117883	Homo sapiens	-	L	-	6938	-	NGA
MK117884	Homo sapiens	-	L	-	7215	-	NGA
MK117885	Homo sapiens	-	L	-	7237	-	NGA
MK117886	Homo sapiens	-	L	-	7260	-	NGA
MK117887	Homo sapiens	-	L	-	7217	-	NGA
MK117888	Homo sapiens	-	L	-	7250	-	NGA
MK117889	Homo sapiens	-	L	-	7198	-	NGA
MK117890	Homo sapiens	-	L	-	7257	-	NGA
MK117891	Homo sapiens	-	L	-	7236	-	NGA
MK117892	Homo sapiens	-	L	-	7164	-	NGA
MK117893	Homo sapiens	-	L	-	7258	-	NGA
MK117894	Homo sapiens	-	L	-	7246	-	NGA
MK117895	Homo sapiens	-	L	-	7161	-	NGA
MK117896	Homo sapiens	-	L	-	7239	-	NGA
MK117897	Homo sapiens	-	L	-	7237	-	NGA
MK117898	Homo sapiens	-	L	-	7255	-	NGA
MK117899	Homo sapiens	-	L	-	7250	-	NGA
MK117900	Homo sapiens	-	L	-	7197	-	NGA
MK117901	Homo sapiens	-	L	-	7250	-	NGA
MK117902	Homo sapiens	-	L	-	7187	-	NGA
MK117903	Homo sapiens	-	L	-	7244	-	NGA
MK117904	Homo sapiens	-	L	-	6594	-	NGA
MK117905	Homo sapiens	-	L	-	7001	-	NGA
MK117906	Homo sapiens	-	L	-	6508	-	NGA
MK117907	Homo sapiens	-	L	-	7250	-	NGA
MK117908	Homo sapiens	-	L	-	6303	-	NGA
MK117909	Homo sapiens	-	L	-	7271	-	NGA
MK117910	Homo sapiens	-	L	-	7045	-	NGA
